78,87,95,104,64,70,75,81,78,86,95,103
84,93,101,110,70,76,81,87,85,93,102,110
91,100,108,117,75,81,86,92,92,100,109,117
70,79,88,97,58,64,69,75,80,88,97,105
75,84,93,102,63,69,74,80,85,93,102,110
83,92,101,110,70,76,81,87,95,103,112,120
